PlayerID,PlayerName,birthDate,birthPlace,draft_pick,draft_round,draft_year,college,height,weight,shoots,position
233,Carldell Johnson,"January 28, 1983",USA,,,,University of Alabama at Birmingham,5-10,180lb,Right,Point Guard
234,Carlos Arroyo,"July 30, 1979",Puerto Rico,,,,Florida International University,6-2,202lb,Right,Shooting Guard and Point Guard
235,Carlos Boozer,"November 20, 1981",Germany,35th overall,2nd round,2002,Duke University,6-9,258lb,Right,Center and Power Forward
236,Carlos Delfino,"August 29, 1982",Argentina,25th overall,1st round,2003,,6-6,230lb,Right,Shooting Guard and Small Forward
237,Carlos Rogers,"February 6, 1971",USA,11th overall,1st round,1994,"University of Arkansas at Little Rock, Tennessee State University",6-11,220lb,Right,Power Forward and Center
238,Carmelo Anthony,"May 29, 1984",USA,3rd overall,1st round,2003,Syracuse University,6-8,240lb,Right,Small Forward and Power Forward
239,Caron Butler,"March 13, 1980",USA,10th overall,1st round,2002,University of Connecticut,6-7,228lb,Right,Small Forward and Shooting Guard
240,Cartier Martin,"November 20, 1984",USA,,,,Kansas State University,6-7,220lb,Right,Small Forward
241,Casey Jacobsen,"March 19, 1981",USA,22nd overall,1st round,2002,Stanford University,6-6,215lb,Right,Shooting Guard and Small Forward
242,Casey Shaw,"July 20, 1975",USA,37th overall,2nd round,1998,University of Toledo,6-11,260lb,Right,Center
243,Cedi Osman,"April 8, 1995",FYR Macedonia,31st overall,2nd round,2015,,6-8,215lb,Right,Small Forward
244,Cedric Bozeman,"March 7, 1983",USA,,,,"University of California, Los Angeles",6-6,207lb,Right,Shooting Guard
245,Cedric Ceballos,"August 2, 1969",USA,48th overall,2nd round,1990,"California State University, Fullerton",6-6,190lb,Right,Small Forward
247,Cedric Jackson,"March 5, 1986",USA,,,,"St. John's University, Cleveland State University",6-3,191lb,Right,Point Guard
248,Cedric Simmons,"January 3, 1986",USA,15th overall,1st round,2006,North Carolina State University,6-9,235lb,Right,Power Forward
249,Cezary Trybanski,"September 22, 1979",Poland,,,,,7-2,240lb,Right,Center
250,Chandler Parsons,"October 25, 1988",USA,38th overall,2nd round,2011,University of Florida,6-10,230lb,Right,Small Forward
251,Channing Frye,"May 17, 1983",USA,8th overall,1st round,2005,University of Arizona,7-0,255lb,Right,Center and Power Forward
252,Charles Barkley,"February 20, 1963",USA,5th overall,1st round,1984,Auburn University,6-6,252lb,Right,Small Forward and Power Forward
253,Charles Jenkins,"February 28, 1989",USA,44th overall,2nd round,2011,Hofstra University,6-3,220lb,Right,Point Guard and Shooting Guard
255,Charles O'Bannon,"February 22, 1975",USA,31st overall,2nd round,1997,"University of California, Los Angeles",6-5,209lb,Right,Shooting Guard
256,Charles Oakley,"December 18, 1963",USA,9th overall,1st round,1985,Virginia Union University,6-8,225lb,Right,Power Forward and Center
258,Charlie Bell,"March 12, 1979",USA,,,,Michigan State University,6-3,200lb,Right,Shooting Guard
259,Charlie Villanueva,"August 24, 1984",USA,7th overall,1st round,2005,University of Connecticut,6-11,232lb,Right,Power Forward
260,Charlie Ward,"October 12, 1970",USA,26th overall,1st round,1994,Florida State University,6-2,190lb,Right,Point Guard
261,Chase Budinger,"May 22, 1988",USA,44th overall,2nd round,2009,University of Arizona,6-7,209lb,Right,Small Forward
262,Chasson Randle,"February 5, 1993",USA,,,,Stanford University,6-2,185lb,Right,Point Guard
263,Chauncey Billups,"September 25, 1976",USA,3rd overall,1st round,1997,University of Colorado,6-3,202lb,Right,Point Guard and Shooting Guard
264,Cheick Diallo,"September 13, 1996",Mali,33rd overall,2nd round,2016,University of Kansas,6-9,220lb,Right,Power Forward
265,Cheikh Samb,"October 22, 1984",Senegal,51st overall,2nd round,2006,,7-1,245lb,Right,Center
266,Cherokee Parks,"October 11, 1972",USA,12th overall,1st round,1995,Duke University,6-11,235lb,Right,Power Forward and Center
267,Chinanu Onuaku,"November 1, 1996",USA,37th overall,2nd round,2016,University of Louisville,6-10,245lb,Right,Center
268,Chris Andersen,"July 7, 1978",USA,,,,Blinn College,6-10,245lb,Right,Power Forward and Center
269,Chris Anstey,"January 1, 1975",Australia,18th overall,1st round,1997,,7-0,249lb,Right,Center
270,Chris Bosh,"March 24, 1984",USA,4th overall,1st round,2003,Georgia Institute of Technology,6-11,235lb,Left,Power Forward and Center
271,Chris Carr,"March 12, 1974",USA,56th overall,2nd round,1995,Southern Illinois University,6-5,207lb,Right,Small Forward and Shooting Guard
272,Chris Childs,"November 20, 1967",USA,,,,Boise State University,6-3,195lb,Right,Point Guard
273,Chris Copeland,"March 17, 1984",USA,,,,University of Colorado,6-9,239lb,Right,Small Forward and Power Forward
274,Chris Crawford,"May 13, 1975",USA,50th overall,2nd round,1997,Marquette University,6-9,235lb,Right,Power Forward
275,Chris Douglas-Roberts,"January 8, 1987",USA,40th overall,2nd round,2008,University of Memphis,6-7,200lb,Right,Small Forward and Shooting Guard
276,Chris Dudley,"February 22, 1965",USA,75th overall,4th round,1987,Yale University,6-11,235lb,Right,Power Forward and Center
277,Chris Duhon,"August 31, 1982",USA,38th overall,2nd round,2004,Duke University,6-1,185lb,Right,Point Guard
278,Chris Garner,"February 2, 1975",USA,,,,University of Memphis,5-10,156lb,Right,Point Guard
279,Chris Gatling,"September 3, 1967",USA,16th overall,1st round,1991,Old Dominion University,6-10,220lb,Left,Center and Power Forward
280,Chris Herren,"September 27, 1975",USA,33rd overall,2nd round,1999,"Boston College, California State University, Fresno",6-2,197lb,Right,Point Guard
281,Chris Hunter,"July 7, 1984",USA,,,,University of Michigan,6-11,240lb,Right,Center
282,Chris Jefferies,"February 13, 1980",USA,27th overall,1st round,2002,"University of Arkansas, California State University, Fresno",6-8,225lb,Right,Shooting Guard and Small Forward
283,Chris Jent,"January 11, 1970",USA,,,,Ohio State University,6-7,220lb,Right,Small Forward
285,Chris Kaman,"April 28, 1982",USA,6th overall,1st round,2003,Central Michigan University,7-0,265lb,Right,Center
286,Chris McCray,"May 27, 1984",USA,,,,University of Maryland,6-5,192lb,Right,Shooting Guard
287,Chris McCullough,"February 5, 1995",USA,29th overall,1st round,2015,Syracuse University,6-11,200lb,Right,Power Forward
288,Chris Mihm,"July 16, 1979",USA,7th overall,1st round,2000,University of Texas at Austin,7-0,265lb,Right,Power Forward and Center
289,Chris Mills,"January 25, 1970",USA,22nd overall,1st round,1993,"University of Kentucky, University of Arizona",6-6,215lb,Right,Small Forward and Power Forward
290,Chris Morris,"January 20, 1966",USA,4th overall,1st round,1988,Auburn University,6-8,210lb,Right,Small Forward and Shooting Guard
291,Chris Mullin,"July 30, 1963",USA,7th overall,1st round,1985,St. John's University,6-6,200lb,Left,Small Forward and Shooting Guard
292,Chris Owens,"March 1, 1979",USA,48th overall,2nd round,2002,"Tulane University, University of Texas at Austin",6-7,245lb,Right,Small Forward
293,Chris Paul,"May 6, 1985",USA,4th overall,1st round,2005,Wake Forest University,6-0,175lb,Right,Point Guard
294,Chris Porter,"May 9, 1978",USA,55th overall,2nd round,2000,Auburn University,6-7,218lb,Right,Small Forward
295,Chris Quinn,"September 27, 1983",USA,,,,University of Notre Dame,6-2,185lb,Right,Point Guard and Shooting Guard
296,Chris Richard,"December 25, 1984",USA,41st overall,2nd round,2007,University of Florida,6-9,270lb,Right,Center and Power Forward
297,Chris Robinson,"April 2, 1974",USA,51st overall,2nd round,1996,Western Kentucky University,6-5,200lb,Right,Shooting Guard
298,Chris Singleton,"November 21, 1989",USA,18th overall,1st round,2011,Florida State University,6-8,230lb,Right,Small Forward and Power Forward
299,Chris Taft,"March 10, 1985",USA,42nd overall,2nd round,2005,University of Pittsburgh,6-10,260lb,Right,Center
300,Chris Webber,"March 1, 1973",USA,1st overall,1st round,1993,University of Michigan,6-9,245lb,Right,Center and Power Forward
301,Chris Whitney,"October 5, 1971",USA,47th overall,2nd round,1993,Clemson University,6-0,168lb,Right,Point Guard
302,Chris Wilcox,"September 3, 1982",USA,8th overall,1st round,2002,University of Maryland,6-10,221lb,Right,Center and Power Forward
304,Christian Eyenga,"June 22, 1989",Democratic Republic of the Congo,30th overall,1st round,2009,,6-5,210lb,Right,Small Forward
305,Christian Laettner,"August 17, 1969",USA,3rd overall,1st round,1992,Duke University,6-11,235lb,Right,Center and Power Forward
306,Christian Wood,"September 27, 1995",USA,,,,"University of Nevada, Las Vegas",6-10,214lb,Right,Power Forward
307,Chuck Hayes,"June 11, 1983",USA,,,,University of Kentucky,6-6,240lb,Right,Center and Power Forward
308,Chuck Person,"June 27, 1964",USA,4th overall,1st round,1986,Auburn University,6-8,220lb,Right,Small Forward and Power Forward
309,Chucky Atkins,"August 14, 1974",USA,,,,University of South Florida,5-11,160lb,Right,Point Guard and Shooting Guard
310,Chucky Brown,"February 29, 1968",USA,43rd overall,2nd round,1989,North Carolina State University,6-7,214lb,Right,Power Forward and Small Forward
311,Cleanthony Early,"April 17, 1991",USA,34th overall,2nd round,2014,Wichita State University,6-8,210lb,Right,Small Forward
312,Cliff Alexander,"November 16, 1995",USA,,,,University of Kansas,6-8,245lb,Right,Power Forward
313,Clifford Robinson,"December 16, 1966",USA,36th overall,2nd round,1989,University of Connecticut,6-10,225lb,Right,Small Forward and Power Forward and Center
314,Clifford Rozier,"October 31, 1972",USA,16th overall,1st round,1994,"University of North Carolina, University of Louisville",6-11,245lb,Right,Center
315,Clint Capela,"May 18, 1994",Switzerland,25th overall,1st round,2014,,6-10,240lb,Right,Center
316,Clyde Drexler,"June 22, 1962",USA,14th overall,1st round,1983,University of Houston,6-7,210lb,Right,Shooting Guard
317,Coby Karl,"March 6, 1983",USA,,,,Boise State University,6-5,215lb,Right,Shooting Guard and Small Forward
318,Cody Zeller,"October 5, 1992",USA,4th overall,1st round,2013,Indiana University,7-0,240lb,Right,Center
319,Cole Aldrich,"October 31, 1988",USA,11th overall,1st round,2010,University of Kansas,6-11,250lb,Right,Center
320,Corey Beck,"May 27, 1971",USA,,,,"South Plains College, University of Arkansas",6-1,190lb,Right,Point Guard
321,Corey Benjamin,"February 24, 1978",USA,28th overall,1st round,1998,Oregon State University,6-6,200lb,Right,Shooting Guard and Point Guard
322,Corey Brewer,"March 5, 1986",USA,7th overall,1st round,2007,University of Florida,6-9,186lb,Right,Shooting Guard and Small Forward
323,Corey Maggette,"November 12, 1979",USA,13th overall,1st round,1999,Duke University,6-6,218lb,Right,Power Forward and Shooting Guard and Small Forward
324,Corie Blount,"January 4, 1969",USA,25th overall,1st round,1993,University of Cincinnati,6-9,240lb,Right,Power Forward and Center
325,Corliss Williamson,"December 4, 1973",USA,13th overall,1st round,1995,University of Arkansas,6-7,245lb,Right,Power Forward and Small Forward
326,Corsley Edwards,"March 5, 1979",USA,58th overall,2nd round,2002,Central Connecticut State University,6-9,275lb,Right,Center
327,Cory Alexander,"June 22, 1973",USA,29th overall,1st round,1995,University of Virginia,6-1,185lb,Right,Shooting Guard and Point Guard
328,Cory Carr,"December 5, 1975",USA,49th overall,2nd round,1998,Texas Tech University,6-3,210lb,Right,Shooting Guard
329,Cory Higgins,"June 14, 1989",USA,,,,University of Colorado,6-5,180lb,Right,Shooting Guard and Point Guard
330,Cory Jefferson,"December 26, 1990",USA,60th overall,2nd round,2014,Baylor University,6-9,218lb,Right,Power Forward
331,Cory Joseph,"August 20, 1991",Canada,29th overall,1st round,2011,University of Texas at Austin,6-3,193lb,Right,Point Guard and Shooting Guard
332,Coty Clarke,"July 4, 1992",USA,,,,University of Arkansas,6-7,232lb,Right,Small Forward
333,Courtney Alexander,"April 27, 1977",USA,13th overall,1st round,2000,"University of Virginia, California State University, Fresno",6-5,205lb,Right,Point Guard and Shooting Guard
334,Courtney Fortson,"May 23, 1988",USA,,,,University of Arkansas,5-11,185lb,Left,Point Guard
335,Courtney Lee,"October 3, 1985",USA,22nd overall,1st round,2008,Western Kentucky University,6-5,215lb,Right,Shooting Guard
336,Courtney Sims,"October 21, 1983",USA,,,,University of Michigan,6-10,245lb,Right,Center
337,Craig Brackins,"October 9, 1987",USA,21st overall,1st round,2010,Iowa State University,6-10,230lb,Right,Power Forward
338,Craig Ehlo,"August 11, 1961",USA,48th overall,3rd round,1983,Washington State University,6-6,180lb,Right,Shooting Guard
339,Craig Smith,"November 10, 1983",USA,36th overall,2nd round,2006,Boston College,6-7,250lb,Right,Power Forward
340,Cristiano Felicio,"July 7, 1992",Brazil,,,,,6-10,265lb,Right,Center
341,Curtis Borchardt,"September 13, 1980",USA,18th overall,1st round,2002,Stanford University,7-0,240lb,Right,Center
342,Cuttino Mobley,"September 1, 1975",USA,41st overall,2nd round,1998,University of Rhode Island,6-4,190lb,Left,Shooting Guard and Point Guard
343,D'Angelo Russell,"February 23, 1996",USA,2nd overall,1st round,2015,Ohio State University,6-5,198lb,Left,Point Guard
344,D.J. Augustin,"November 10, 1987",USA,9th overall,1st round,2008,University of Texas at Austin,6-0,183lb,Right,Point Guard
345,D.J. Wilson,"February 19, 1996",USA,17th overall,1st round,2017,University of Michigan,6-10,231lb,Right,Power Forward
346,DaJuan Summers,"January 24, 1988",USA,35th overall,2nd round,2009,Georgetown University,6-8,230lb,Right,Power Forward and Small Forward
347,Daequan Cook,"April 28, 1987",USA,21st overall,1st round,2007,Ohio State University,6-5,205lb,Right,Small Forward and Shooting Guard
348,Dahntay Jones,"December 27, 1980",USA,20th overall,1st round,2003,"Rutgers University, Duke University",6-6,225lb,Right,Small Forward and Shooting Guard
349,Dajuan Wagner,"February 4, 1983",USA,6th overall,1st round,2002,University of Memphis,6-2,200lb,Right,Shooting Guard
350,Dakari Johnson,"September 22, 1995",USA,48th overall,2nd round,2015,University of Kentucky,7-0,255lb,Right,Center
351,Dale Davis,"March 25, 1969",USA,13th overall,1st round,1991,Clemson University,6-11,230lb,Right,Power Forward and Center
352,Dale Ellis,"August 6, 1960",USA,9th overall,1st round,1983,University of Tennessee,6-7,205lb,Right,Small Forward and Shooting Guard
353,Dalibor Bagaric,"February 7, 1980",Germany,24th overall,1st round,2000,,7-1,255lb,Right,Center
354,Damian Jones,"June 30, 1995",USA,30th overall,1st round,2016,Vanderbilt University,7-0,245lb,Right,Center
355,Damian Lillard,"July 15, 1990",USA,6th overall,1st round,2012,Weber State University,6-3,195lb,Right,Point Guard
356,Damien Inglis,"May 20, 1995",French Guiana,31st overall,2nd round,2014,,6-8,246lb,Right,Small Forward
357,Damien Wilkins,"January 11, 1980",USA,,,,"North Carolina State University, University of Georgia",6-6,225lb,Right,Shooting Guard and Small Forward
358,Damion James,"October 7, 1987",USA,24th overall,1st round,2010,University of Texas at Austin,6-7,225lb,Right,Small Forward
359,Damion Lee,"October 21, 1992",USA,,,,"Drexel University, University of Louisville",6-6,210lb,Right,Shooting Guard
360,Damir Markota,"December 26, 1985",Bosnia and Herzegovina,59th overall,2nd round,2006,,6-10,225lb,Right,Power Forward
361,Damjan Rudez,"June 17, 1986",Croatia,,,,,6-10,228lb,Right,Small Forward
362,Damon Jones,"August 25, 1976",USA,,,,University of Houston,6-3,185lb,Right,Shooting Guard and Point Guard
363,Damon Stoudamire,"September 3, 1973",USA,7th overall,1st round,1995,University of Arizona,5-10,171lb,Left,Point Guard
364,Damone Brown,"June 28, 1979",USA,37th overall,2nd round,2001,Syracuse University,6-9,200lb,Right,Power Forward and Small Forward
365,Damyean Dotson,"May 6, 1994",USA,44th overall,2nd round,2017,"University of Oregon, University of Houston",6-6,210lb,Right,Shooting Guard
366,Dan Dickau,"September 16, 1978",USA,28th overall,1st round,2002,"University of Washington, Gonzaga University",6-0,190lb,Right,Point Guard
367,Dan Gadzuric,"February 2, 1978",Netherlands,34th overall,2nd round,2002,"University of California, Los Angeles",6-11,240lb,Right,Center and Power Forward
368,Dan Langhi,"November 28, 1977",USA,31st overall,2nd round,2000,Vanderbilt University,6-11,220lb,Right,Small Forward
369,Dan Majerle,"September 9, 1965",USA,14th overall,1st round,1988,Central Michigan University,6-6,215lb,Right,Small Forward and Shooting Guard
370,Dana Barros,"April 13, 1967",USA,16th overall,1st round,1989,Boston College,5-11,163lb,Right,Point Guard and Shooting Guard
